Date,Close
10/1/2014 16:00:00,5.41
10/2/2014 16:00:00,5.65
10/3/2014 16:00:00,5.77
10/6/2014 16:00:00,5.56
10/7/2014 16:00:00,5.25
10/8/2014 16:00:00,5.3
10/9/2014 16:00:00,5.3
10/10/2014 16:00:00,5.26
10/13/2014 16:00:00,5.21
10/14/2014 16:00:00,5.11
10/15/2014 16:00:00,5.25
10/16/2014 16:00:00,5.43
10/17/2014 16:00:00,5.3
10/20/2014 16:00:00,5.19
10/21/2014 16:00:00,5.66
10/22/2014 16:00:00,5.89
10/23/2014 16:00:00,6.15
10/24/2014 16:00:00,6.1
10/27/2014 16:00:00,5.88
10/28/2014 16:00:00,6.21
10/29/2014 16:00:00,6.31
10/30/2014 16:00:00,6.47
10/31/2014 16:00:00,6.93
11/3/2014 16:00:00,6.35
11/4/2014 16:00:00,6.4
11/5/2014 16:00:00,6.43
11/6/2014 16:00:00,6.55
11/7/2014 16:00:00,6.79
11/10/2014 16:00:00,6.57
11/11/2014 16:00:00,7.1
11/12/2014 16:00:00,7.21
11/13/2014 16:00:00,7.43
11/14/2014 16:00:00,7.69
11/17/2014 16:00:00,6.26
11/18/2014 16:00:00,6.22
11/19/2014 16:00:00,5.7
11/20/2014 16:00:00,6.35
11/21/2014 16:00:00,6.2
11/24/2014 16:00:00,6.26
11/25/2014 16:00:00,6.09
11/26/2014 16:00:00,5.75
11/28/2014 16:00:00,5.75
12/1/2014 16:00:00,5.7
12/2/2014 16:00:00,5.59
12/3/2014 16:00:00,5.58
12/4/2014 16:00:00,5.14
12/5/2014 16:00:00,5.19
12/8/2014 16:00:00,5.39
12/9/2014 16:00:00,5.54
12/10/2014 16:00:00,5.29
12/11/2014 16:00:00,5.4
12/12/2014 16:00:00,5.26
12/15/2014 16:00:00,5.11
12/16/2014 16:00:00,5.06
12/17/2014 16:00:00,5.01
12/18/2014 16:00:00,4.96
12/19/2014 16:00:00,4.59
12/22/2014 16:00:00,4.99
12/23/2014 16:00:00,5.15
12/24/2014 16:00:00,5.2
12/26/2014 16:00:00,5.26
12/29/2014 16:00:00,5.07
12/30/2014 16:00:00,5.26
12/31/2014 16:00:00,5.22
1/2/2015 16:00:00,5.01
1/5/2015 16:00:00,4.9
1/6/2015 16:00:00,4.77
1/7/2015 16:00:00,4.69
1/8/2015 16:00:00,4.87
1/9/2015 16:00:00,4.69
1/12/2015 16:00:00,4.77
1/13/2015 16:00:00,4.81
1/14/2015 16:00:00,4.67
1/15/2015 16:00:00,4.75
1/16/2015 16:00:00,4.74
1/20/2015 16:00:00,4.8
1/21/2015 16:00:00,4.76
1/22/2015 16:00:00,4.62
1/23/2015 16:00:00,4.86
1/26/2015 16:00:00,4.71
1/27/2015 16:00:00,4.7
1/28/2015 16:00:00,4.74
1/29/2015 16:00:00,4.82
1/30/2015 16:00:00,4.74
2/2/2015 16:00:00,4.74
2/3/2015 16:00:00,4.76
2/4/2015 16:00:00,4.82
2/5/2015 16:00:00,5.11
2/6/2015 16:00:00,5.1
2/9/2015 16:00:00,5.16
2/10/2015 16:00:00,5.22
2/11/2015 16:00:00,5.59
2/12/2015 16:00:00,5.26
2/13/2015 16:00:00,5.37
2/17/2015 16:00:00,5.21
2/18/2015 16:00:00,5.21
2/19/2015 16:00:00,4.99
2/20/2015 16:00:00,5.21
2/23/2015 16:00:00,5.23
2/24/2015 16:00:00,5.29
2/25/2015 16:00:00,5.25
2/26/2015 16:00:00,5.29
2/27/2015 16:00:00,5.49
3/2/2015 16:00:00,5.4
3/3/2015 16:00:00,5.4
3/4/2015 16:00:00,5.39
3/5/2015 16:00:00,5.3
3/6/2015 16:00:00,5.09
3/9/2015 16:00:00,5.32
3/10/2015 16:00:00,5.15
3/11/2015 16:00:00,4.99
3/12/2015 16:00:00,5.05
3/13/2015 16:00:00,4.91
3/16/2015 16:00:00,4.71
3/17/2015 16:00:00,5.24
3/18/2015 16:00:00,5.19
3/19/2015 16:00:00,5.38
3/20/2015 16:00:00,5.36
3/23/2015 16:00:00,5.39
3/24/2015 16:00:00,5.4
3/25/2015 16:00:00,5.34
3/26/2015 16:00:00,5.32
3/27/2015 16:00:00,5.12
3/30/2015 16:00:00,5.27
3/31/2015 16:00:00,5.07
4/1/2015 16:00:00,5.19
4/2/2015 16:00:00,5.17
4/6/2015 16:00:00,5.05
4/7/2015 16:00:00,5.17
4/8/2015 16:00:00,5.08
4/9/2015 16:00:00,5.04
4/10/2015 16:00:00,5.1
4/13/2015 16:00:00,5.16
4/14/2015 16:00:00,4.93
4/15/2015 16:00:00,5.09
4/16/2015 16:00:00,5
4/17/2015 16:00:00,4.96
4/20/2015 16:00:00,4.98
4/21/2015 16:00:00,5
4/22/2015 16:00:00,4.95
4/23/2015 16:00:00,5.05
4/24/2015 16:00:00,5
4/27/2015 16:00:00,4.9
4/28/2015 16:00:00,4.66
4/29/2015 16:00:00,4.79
4/30/2015 16:00:00,4.74
5/1/2015 16:00:00,4.71
5/4/2015 16:00:00,4.74
5/5/2015 16:00:00,4.73
5/6/2015 16:00:00,4.72
5/7/2015 16:00:00,4.38
5/8/2015 16:00:00,4.35
5/11/2015 16:00:00,4.48
5/12/2015 16:00:00,4.32
5/13/2015 16:00:00,4.48
5/14/2015 16:00:00,4.11
5/15/2015 16:00:00,4.3
5/18/2015 16:00:00,4.19
5/19/2015 16:00:00,4.3
5/20/2015 16:00:00,4.32
5/21/2015 16:00:00,4.32
5/22/2015 16:00:00,4.32
5/26/2015 16:00:00,4.3
5/27/2015 16:00:00,4.41
5/28/2015 16:00:00,4.3
5/29/2015 16:00:00,4.29
6/1/2015 16:00:00,4.3
6/2/2015 16:00:00,4.12
6/3/2015 16:00:00,4.13
6/4/2015 16:00:00,4.21
6/5/2015 16:00:00,4.2
6/8/2015 16:00:00,4.15
6/9/2015 16:00:00,4.1
6/10/2015 16:00:00,4.11
6/11/2015 16:00:00,4.1
6/12/2015 16:00:00,4.07
6/15/2015 16:00:00,4.15
6/16/2015 16:00:00,4.2
6/17/2015 16:00:00,4.25
6/18/2015 16:00:00,4.16
6/19/2015 16:00:00,4.08
6/22/2015 16:00:00,4.15
6/23/2015 16:00:00,4.07
6/24/2015 16:00:00,4.23
6/25/2015 16:00:00,4.2
6/26/2015 16:00:00,4.22
6/29/2015 16:00:00,4.1
6/30/2015 16:00:00,4.1
7/1/2015 16:00:00,4.08
7/2/2015 16:00:00,4.07
7/6/2015 16:00:00,4.02
7/7/2015 16:00:00,4.21
7/8/2015 16:00:00,4.02
7/9/2015 16:00:00,4.02
7/10/2015 16:00:00,4.23
7/13/2015 16:00:00,4.23
7/14/2015 16:00:00,4.01
7/15/2015 16:00:00,3.96
7/16/2015 16:00:00,4.05
7/17/2015 16:00:00,4.24
7/20/2015 16:00:00,4.23
7/21/2015 16:00:00,4.2
7/22/2015 16:00:00,4.2
7/23/2015 16:00:00,4.14
7/24/2015 16:00:00,4.14
7/27/2015 16:00:00,4.14
7/28/2015 16:00:00,4.1
7/29/2015 16:00:00,4.05
7/30/2015 16:00:00,4.05
7/31/2015 16:00:00,4.05
8/3/2015 16:00:00,4.06
8/4/2015 16:00:00,4.06
8/5/2015 16:00:00,4.09
8/6/2015 16:00:00,4.15
8/7/2015 16:00:00,4.15
8/10/2015 16:00:00,4.05
8/11/2015 16:00:00,4.06
8/12/2015 16:00:00,4
8/13/2015 16:00:00,4
8/14/2015 16:00:00,3.9
8/17/2015 16:00:00,4.05
8/18/2015 16:00:00,4.05
8/19/2015 16:00:00,4.05
8/20/2015 16:00:00,4.05
8/21/2015 16:00:00,3.95
8/24/2015 16:00:00,3.95
8/25/2015 16:00:00,3.39
8/26/2015 16:00:00,3.39
8/27/2015 16:00:00,3.5
8/28/2015 16:00:00,3.94
8/31/2015 16:00:00,4
9/1/2015 16:00:00,3.95
9/2/2015 16:00:00,4.05
9/3/2015 16:00:00,3.9
9/4/2015 16:00:00,4.11
9/8/2015 16:00:00,4.05
9/9/2015 16:00:00,4.19
9/10/2015 16:00:00,3.9
9/11/2015 16:00:00,3.75
9/14/2015 16:00:00,3.72
9/15/2015 16:00:00,3.6
9/16/2015 16:00:00,3.74
9/17/2015 16:00:00,3.75
9/18/2015 16:00:00,3.5
9/21/2015 16:00:00,3.65
9/22/2015 16:00:00,3.7
9/23/2015 16:00:00,3.68
9/24/2015 16:00:00,3.63
9/25/2015 16:00:00,3.56
9/28/2015 16:00:00,3.55
9/29/2015 16:00:00,3.5
9/30/2015 16:00:00,3.45
10/1/2015 16:00:00,3.2
10/2/2015 16:00:00,3.25
10/5/2015 16:00:00,3.25
10/6/2015 16:00:00,3.25
10/7/2015 16:00:00,3.31
10/8/2015 16:00:00,3.35
10/9/2015 16:00:00,3.5
10/12/2015 16:00:00,3.38
10/13/2015 16:00:00,3.32
10/14/2015 16:00:00,3.31
10/15/2015 16:00:00,3.69
10/16/2015 16:00:00,3.99
10/19/2015 16:00:00,3.96
10/20/2015 16:00:00,4.04
10/21/2015 16:00:00,3.86
10/22/2015 16:00:00,3.72
10/23/2015 16:00:00,3.72
10/26/2015 16:00:00,3.76
10/27/2015 16:00:00,3.76
10/28/2015 16:00:00,4.06
10/29/2015 16:00:00,4.07
10/30/2015 16:00:00,4.08
11/2/2015 16:00:00,3.94
11/3/2015 16:00:00,3.76
11/4/2015 16:00:00,3.6
11/5/2015 16:00:00,3.5
11/6/2015 16:00:00,3.82
11/9/2015 16:00:00,3.51
11/10/2015 16:00:00,4.01
11/11/2015 16:00:00,3.71
11/12/2015 16:00:00,3.87
11/13/2015 16:00:00,3.86
11/16/2015 16:00:00,3.86
11/17/2015 16:00:00,3.86
11/18/2015 16:00:00,3.86
11/19/2015 16:00:00,4.04
11/20/2015 16:00:00,4.04
11/23/2015 16:00:00,3.98
11/24/2015 16:00:00,3.81
11/25/2015 16:00:00,3.81
11/27/2015 16:00:00,3.81
11/30/2015 16:00:00,3.8
12/1/2015 16:00:00,3.8
12/2/2015 16:00:00,3.85
12/3/2015 16:00:00,3.92
12/4/2015 16:00:00,3.68
12/7/2015 16:00:00,3.38
12/8/2015 16:00:00,3.26
12/9/2015 16:00:00,3.26
12/10/2015 16:00:00,3.35
12/11/2015 16:00:00,3.3
12/14/2015 16:00:00,2.95
12/15/2015 16:00:00,2.82
12/16/2015 16:00:00,2.96
12/17/2015 16:00:00,3.25
12/18/2015 16:00:00,3.41
12/21/2015 16:00:00,3.09
12/22/2015 16:00:00,3.01
12/23/2015 16:00:00,3.05
12/24/2015 16:00:00,3.05
12/28/2015 16:00:00,3.06
12/29/2015 16:00:00,3
12/30/2015 16:00:00,3.3
12/31/2015 16:00:00,3.5
1/4/2016 16:00:00,3.32
1/5/2016 16:00:00,3.64
1/6/2016 16:00:00,3.64
1/7/2016 16:00:00,3.68
1/8/2016 16:00:00,3.56
1/11/2016 16:00:00,3.28
1/12/2016 16:00:00,3.18
1/13/2016 16:00:00,3.11
1/14/2016 16:00:00,3.03
1/15/2016 16:00:00,3.17
1/19/2016 16:00:00,3.13
1/20/2016 16:00:00,2.85
1/21/2016 16:00:00,2.9
1/22/2016 16:00:00,2.95
1/25/2016 16:00:00,3.17
1/26/2016 16:00:00,3.37
1/27/2016 16:00:00,3.85
1/28/2016 16:00:00,3.34
1/29/2016 16:00:00,3.39
2/1/2016 16:00:00,3.42
2/2/2016 16:00:00,3.41
2/3/2016 16:00:00,3.41
2/4/2016 16:00:00,3.43
2/5/2016 16:00:00,3.43
2/8/2016 16:00:00,3.3
2/9/2016 16:00:00,3.5
2/10/2016 16:00:00,3.5
2/11/2016 16:00:00,3.5
2/12/2016 16:00:00,3.5
2/16/2016 16:00:00,3.91
2/17/2016 16:00:00,3.95
2/18/2016 16:00:00,3.99
2/19/2016 16:00:00,3.97
2/22/2016 16:00:00,3.46
2/23/2016 16:00:00,3.96
2/24/2016 16:00:00,3.94
2/25/2016 16:00:00,3.98
2/26/2016 16:00:00,4.02
2/29/2016 16:00:00,4.06
3/1/2016 16:00:00,3.96
3/2/2016 16:00:00,4.02
3/3/2016 16:00:00,3.95
3/4/2016 16:00:00,3.93
3/7/2016 16:00:00,3.91
3/8/2016 16:00:00,4.01
3/9/2016 16:00:00,3.98
3/10/2016 16:00:00,4.08
3/11/2016 16:00:00,4.09
3/14/2016 16:00:00,4.09
3/15/2016 16:00:00,4.09
3/16/2016 16:00:00,4.09
3/17/2016 16:00:00,4.1
3/18/2016 16:00:00,4.48
3/21/2016 16:00:00,4.94
3/22/2016 16:00:00,5.07
3/23/2016 16:00:00,5.15
3/24/2016 16:00:00,5.87
3/28/2016 16:00:00,4.53
3/29/2016 16:00:00,4.27
3/30/2016 16:00:00,3.93
3/31/2016 16:00:00,3.91
4/1/2016 16:00:00,3.77
4/4/2016 16:00:00,3.82
4/5/2016 16:00:00,3.85
4/6/2016 16:00:00,3.91
4/7/2016 16:00:00,3.91
4/8/2016 16:00:00,3.86
4/11/2016 16:00:00,4.15
4/12/2016 16:00:00,4.48
4/13/2016 16:00:00,4.71
4/14/2016 16:00:00,4.43
4/15/2016 16:00:00,3.93
4/18/2016 16:00:00,3.82
4/19/2016 16:00:00,4.2
4/20/2016 16:00:00,4.05
4/21/2016 16:00:00,4.25
4/22/2016 16:00:00,4.08
4/25/2016 16:00:00,3.91
4/26/2016 16:00:00,4
4/27/2016 16:00:00,3.84
4/28/2016 16:00:00,3.75
4/29/2016 16:00:00,3.8
5/2/2016 16:00:00,3.7
5/3/2016 16:00:00,3.95
5/4/2016 16:00:00,4.9
5/5/2016 16:00:00,5.02
5/6/2016 16:00:00,4.98
5/9/2016 16:00:00,4.98
5/10/2016 16:00:00,4.63
5/11/2016 16:00:00,4.51
5/12/2016 16:00:00,4.76
5/13/2016 16:00:00,4.43
5/16/2016 16:00:00,4.35
5/17/2016 16:00:00,3.76
5/18/2016 16:00:00,3.83
5/19/2016 16:00:00,3.89
5/20/2016 16:00:00,4.58
5/23/2016 16:00:00,4.89
5/24/2016 16:00:00,4.59
5/25/2016 16:00:00,4.72
5/26/2016 16:00:00,4.35
5/27/2016 16:00:00,4.37
5/31/2016 16:00:00,4.68
6/1/2016 16:00:00,4.34
6/2/2016 16:00:00,4.25
6/3/2016 16:00:00,4.3
6/6/2016 16:00:00,4.37
6/7/2016 16:00:00,4.56
6/8/2016 16:00:00,4.47
6/9/2016 16:00:00,4.8
6/10/2016 16:00:00,4.52
6/13/2016 16:00:00,4.64
6/14/2016 16:00:00,4.64
6/15/2016 16:00:00,4.27
6/16/2016 16:00:00,4.5
6/17/2016 16:00:00,4.13
6/20/2016 16:00:00,4.29
6/21/2016 16:00:00,4.45
6/22/2016 16:00:00,4.35
6/23/2016 16:00:00,4.46
6/24/2016 16:00:00,4.93
6/27/2016 16:00:00,4.73
6/28/2016 16:00:00,4.7
6/29/2016 16:00:00,4.64
6/30/2016 16:00:00,5.1
7/1/2016 16:00:00,5.1
7/5/2016 16:00:00,5
7/6/2016 16:00:00,5
7/7/2016 16:00:00,4.98
7/8/2016 16:00:00,4.98
7/11/2016 16:00:00,4.68
7/12/2016 16:00:00,4.93
7/13/2016 16:00:00,4.93
7/14/2016 16:00:00,4.98
7/15/2016 16:00:00,4.79
7/18/2016 16:00:00,5.1
7/19/2016 16:00:00,5.11
7/20/2016 16:00:00,5.07
7/21/2016 16:00:00,5.07
7/22/2016 16:00:00,5.08
7/25/2016 16:00:00,4.86
7/26/2016 16:00:00,5.11
7/27/2016 16:00:00,4.98
7/28/2016 16:00:00,4.98
7/29/2016 16:00:00,5.05
8/1/2016 16:00:00,5.06
8/2/2016 16:00:00,5.08
8/3/2016 16:00:00,5.04
8/4/2016 16:00:00,5.01
8/5/2016 16:00:00,5.03
8/8/2016 16:00:00,5.04
8/9/2016 16:00:00,4.91
8/10/2016 16:00:00,5.01
8/11/2016 16:00:00,5.01
8/12/2016 16:00:00,5.01
8/15/2016 16:00:00,5.01
8/16/2016 16:00:00,5.02
8/17/2016 16:00:00,5.03
8/18/2016 16:00:00,5
8/19/2016 16:00:00,5
8/22/2016 16:00:00,4.98
8/23/2016 16:00:00,4.5
8/24/2016 16:00:00,4.6
8/25/2016 16:00:00,4.37
8/26/2016 16:00:00,4.21
8/29/2016 16:00:00,4.5
8/30/2016 16:00:00,4.46
8/31/2016 16:00:00,4.31
9/1/2016 16:00:00,4.31
9/2/2016 16:00:00,4.27
9/6/2016 16:00:00,4.49
9/7/2016 16:00:00,4.36
9/8/2016 16:00:00,4.74
9/9/2016 16:00:00,4.75
9/12/2016 16:00:00,4.5
9/13/2016 16:00:00,4.6
9/14/2016 16:00:00,4.7
9/15/2016 16:00:00,4.7
9/16/2016 16:00:00,4.11
9/19/2016 16:00:00,4.28
9/20/2016 16:00:00,4.22
9/21/2016 16:00:00,4.13
9/22/2016 16:00:00,4.1
9/23/2016 16:00:00,4.29
9/26/2016 16:00:00,4.21
9/27/2016 16:00:00,4.24
9/28/2016 16:00:00,4.26
9/29/2016 16:00:00,4.1
9/30/2016 16:00:00,4.16
10/3/2016 16:00:00,4.09
10/4/2016 16:00:00,3.98
10/5/2016 16:00:00,4.1
10/6/2016 16:00:00,4.18
10/7/2016 16:00:00,4.38
10/10/2016 16:00:00,4.28
10/11/2016 16:00:00,4.16
10/12/2016 16:00:00,4.13
10/13/2016 16:00:00,4.04
10/14/2016 16:00:00,4.35
10/17/2016 16:00:00,4.35
10/18/2016 16:00:00,4.4
10/19/2016 16:00:00,4.15
10/20/2016 16:00:00,4.02
10/21/2016 16:00:00,4.02
10/24/2016 16:00:00,4.39
10/25/2016 16:00:00,4.09
10/26/2016 16:00:00,4.09
10/27/2016 16:00:00,4.33
10/28/2016 16:00:00,4.24
10/31/2016 16:00:00,4.39
11/1/2016 16:00:00,4.03
11/2/2016 16:00:00,4.3
11/3/2016 16:00:00,4.12
11/4/2016 16:00:00,4.13
11/7/2016 16:00:00,4.2
11/8/2016 16:00:00,4.25
11/9/2016 16:00:00,4.27
11/10/2016 16:00:00,4.6
11/11/2016 16:00:00,4.25
11/14/2016 16:00:00,4.58
11/15/2016 16:00:00,4.58
11/16/2016 16:00:00,4.58
11/17/2016 16:00:00,4.58
11/18/2016 16:00:00,4.35
11/21/2016 16:00:00,4.27
11/22/2016 16:00:00,4
11/23/2016 16:00:00,4.28
11/25/2016 16:00:00,4.19
11/28/2016 16:00:00,4.04
11/29/2016 16:00:00,4.1
11/30/2016 16:00:00,4.19
12/1/2016 16:00:00,4.19
12/2/2016 16:00:00,4
12/5/2016 16:00:00,3.91
12/6/2016 16:00:00,3.95
12/7/2016 16:00:00,4.05
12/8/2016 16:00:00,3.94
12/9/2016 16:00:00,3.96
12/12/2016 16:00:00,3.91
12/13/2016 16:00:00,3.78
12/14/2016 16:00:00,3.8
12/15/2016 16:00:00,3.77
12/16/2016 16:00:00,3.93
12/19/2016 16:00:00,3.84
12/20/2016 16:00:00,3.81
12/21/2016 16:00:00,3.85
12/22/2016 16:00:00,3.85
12/23/2016 16:00:00,3.9
12/27/2016 16:00:00,3.98
12/28/2016 16:00:00,3.99
12/29/2016 16:00:00,3.92
12/30/2016 16:00:00,4.2
1/3/2017 16:00:00,3.94
1/4/2017 16:00:00,3.86
1/5/2017 16:00:00,4.23
1/6/2017 16:00:00,4.21
1/9/2017 16:00:00,4.1
1/10/2017 16:00:00,4.24
1/11/2017 16:00:00,3.97
1/12/2017 16:00:00,4
1/13/2017 16:00:00,4
1/17/2017 16:00:00,4.06
1/18/2017 16:00:00,4.15
1/19/2017 16:00:00,4.12
1/20/2017 16:00:00,4.06
1/23/2017 16:00:00,4.17
1/24/2017 16:00:00,4.03
1/25/2017 16:00:00,4.26
1/26/2017 16:00:00,4.08
1/27/2017 16:00:00,4.25
1/30/2017 16:00:00,4.24
1/31/2017 16:00:00,4.1
2/1/2017 16:00:00,4.15
2/2/2017 16:00:00,4.09
2/3/2017 16:00:00,4.09
2/6/2017 16:00:00,4.02
2/7/2017 16:00:00,4.08
2/8/2017 16:00:00,4.07
2/9/2017 16:00:00,4.01
2/10/2017 16:00:00,3.92
2/13/2017 16:00:00,3.9
2/14/2017 16:00:00,3.83
2/15/2017 16:00:00,3.84
2/16/2017 16:00:00,3.85
2/17/2017 16:00:00,3.92
2/21/2017 16:00:00,3.95
2/22/2017 16:00:00,3.92
2/23/2017 16:00:00,3.81
2/24/2017 16:00:00,3.89
2/27/2017 16:00:00,3.8
2/28/2017 16:00:00,3.75
3/1/2017 16:00:00,3.5
3/2/2017 16:00:00,3.65
3/3/2017 16:00:00,3.56
3/6/2017 16:00:00,3.6
3/7/2017 16:00:00,3.64
3/8/2017 16:00:00,3.74
3/9/2017 16:00:00,3.88
3/10/2017 16:00:00,3.77
3/13/2017 16:00:00,4.04
3/14/2017 16:00:00,3.84
3/15/2017 16:00:00,3.75
3/16/2017 16:00:00,3.79
3/17/2017 16:00:00,3.85
3/20/2017 16:00:00,3.86
3/21/2017 16:00:00,3.82
3/22/2017 16:00:00,3.77
3/23/2017 16:00:00,3.72
3/24/2017 16:00:00,3.73
3/27/2017 16:00:00,3.87
3/28/2017 16:00:00,3.69
3/29/2017 16:00:00,3.78
3/30/2017 16:00:00,3.81
3/31/2017 16:00:00,3.79
4/3/2017 16:00:00,3.69
4/4/2017 16:00:00,3.8
4/5/2017 16:00:00,3.73
4/6/2017 16:00:00,3.69
4/7/2017 16:00:00,3.77
4/10/2017 16:00:00,3.78
4/11/2017 16:00:00,3.65
4/12/2017 16:00:00,3.69
4/13/2017 16:00:00,3.68
4/17/2017 16:00:00,3.66
4/18/2017 16:00:00,3.64
4/19/2017 16:00:00,3.63
4/20/2017 16:00:00,3.66
4/21/2017 16:00:00,3.73
4/24/2017 16:00:00,3.66
4/25/2017 16:00:00,3.7
4/26/2017 16:00:00,3.74
4/27/2017 16:00:00,3.72
4/28/2017 16:00:00,3.74
5/1/2017 16:00:00,3.74
5/2/2017 16:00:00,3.71
5/3/2017 16:00:00,3.67
5/4/2017 16:00:00,3.68
5/5/2017 16:00:00,3.68
5/8/2017 16:00:00,3.69
5/9/2017 16:00:00,3.68
5/10/2017 16:00:00,3.87
5/11/2017 16:00:00,3.81
5/12/2017 16:00:00,3.8
5/15/2017 16:00:00,3.8
5/16/2017 16:00:00,3.71
5/17/2017 16:00:00,3.99
5/18/2017 16:00:00,4.02
5/19/2017 16:00:00,3.75
5/22/2017 16:00:00,3.55
5/23/2017 16:00:00,3.42
5/24/2017 16:00:00,3.29
5/25/2017 16:00:00,3.57
5/26/2017 16:00:00,3.51
5/30/2017 16:00:00,3.45
5/31/2017 16:00:00,3.38
6/1/2017 16:00:00,3.42
6/2/2017 16:00:00,3.53
6/5/2017 16:00:00,3.59
6/6/2017 16:00:00,3.47
6/7/2017 16:00:00,3.43
6/8/2017 16:00:00,3.41
6/9/2017 16:00:00,3.45
6/12/2017 16:00:00,3.68
6/13/2017 16:00:00,3.43
6/14/2017 16:00:00,3.29
6/15/2017 16:00:00,3.36
6/16/2017 16:00:00,3.28
6/19/2017 16:00:00,3.4
6/20/2017 16:00:00,3.21
6/21/2017 16:00:00,3.36
6/22/2017 16:00:00,3.4
6/23/2017 16:00:00,3.5
6/26/2017 16:00:00,3.44
6/27/2017 16:00:00,3.35
6/28/2017 16:00:00,3.32
6/29/2017 16:00:00,3.32
6/30/2017 16:00:00,3.33
7/3/2017 16:00:00,3.31
7/5/2017 16:00:00,3.23
7/6/2017 16:00:00,3.23
7/7/2017 16:00:00,3.33
7/10/2017 16:00:00,3.24
7/11/2017 16:00:00,3.18
7/12/2017 16:00:00,3.27
7/13/2017 16:00:00,3.26
7/14/2017 16:00:00,3.31
7/17/2017 16:00:00,3.3
7/18/2017 16:00:00,3.3
7/19/2017 16:00:00,3.27
7/20/2017 16:00:00,3.35
7/21/2017 16:00:00,3.3
7/24/2017 16:00:00,3.3
7/25/2017 16:00:00,3.26
7/26/2017 16:00:00,3.33
7/27/2017 16:00:00,3.35
7/28/2017 16:00:00,3.49
7/31/2017 16:00:00,3.46
8/1/2017 16:00:00,3.44
8/2/2017 16:00:00,3.48
8/3/2017 16:00:00,3.33
8/4/2017 16:00:00,3.4
8/7/2017 16:00:00,3.38
8/8/2017 16:00:00,3.3
8/9/2017 16:00:00,3.22
8/10/2017 16:00:00,3.22
8/11/2017 16:00:00,3.27
8/14/2017 16:00:00,3.3
8/15/2017 16:00:00,3.29
8/16/2017 16:00:00,3.27
8/17/2017 16:00:00,3.21
8/18/2017 16:00:00,3.27
8/21/2017 16:00:00,3.22
8/22/2017 16:00:00,3.11
8/23/2017 16:00:00,3.1
8/24/2017 16:00:00,3.07
8/25/2017 16:00:00,3.06
8/28/2017 16:00:00,3
8/29/2017 16:00:00,3.07
8/30/2017 16:00:00,3.06
8/31/2017 16:00:00,3
9/1/2017 16:00:00,3.03
9/5/2017 16:00:00,3.1
